  4470 vectors within the range 119.98 120.02
  -99   1.6192.133865
 --83   29    16     11 114     .771496
 --0.103975
 -116   15   79     49    0  120    -2.373548   1.964433
  -68  --80  -8    -57 -336  -20.727503
 -107  69954   932986
   -60  65    -2080246 -108.727503
  -83  -2.926630
  -98    12   80   43  -  10 114    3.096327
  -0.0699    -0.382  7  -95     2  -801   4098
  -78 -118    .395088
  -96   -87  -0     54  730  -76    -2.373996   063
  -84 -102   24  -77    -31    72  -1     0.703548   1    -0.740683   277  31    -6955 -89  -1     0.685474   3778  .802076
 -  0   -7     9   378   78.466043
  -96   30.245528  119  -11  28216
  64  -62  -61.915824
 7758   1    -77
  -78   10   56    -91  68   -40    -1.850518   1.    0.912328  -28   22    -81  -91   -670
  -81  -67  -5.250203
 -114    6 3 -84   -63701-1    070
  -81  132  -2.808564
  -93   57 69        98  46  -2962
  -83 7509  -3.1002     0.799 78  -83    10216-79  -4062
  -83  011  -1.0
  -72  -68   62  262   -117 2409  -41.894343
  -96  --0.114335  -91    6 0410    -09  297   3-0.951745   k      4
 -103  -96  -58      6   81  -44  118084   .293306   0.454346
 -102  -63 2  53    37-62 0  101    -0.4  -98   127
  -76  111  -414  -42   24   887  -53.321953
  -73  -80.219895  -00   26  772    -17  586   78.321953
  -98   1    -1.584883  -23  -47     4  --91   420.563845  -96  -6    -1.093430  -10   -9      3 -291  -49 .187816  -k      7
 -112  112  -40  614    -64   41  -5406
  -91  -96  -799
  -87 -107  -12 7137    -75 52 8  -4706
  -91  114   37089881
  -96   72 -33     10242575  11706
  -2
  -73   6515   5
  -83  -55    1    -3741 -82  69    -0.68 -76  -6899   1
 -105   -3    17    87  3 1  -49 570394
 -112   2.198303
 -112  -16 1990    91  -284  -85.594841
 -109  -5.715920
  -88   48   -77   -44    66  96     64
 -113  -2    -1.641629  -056     8 -96   6 2  -96.649364
 -117  -182
  -81  -78   24   11      3ors 8  -56 634987
 -112    0.886449  103  -42  8 -75  -57 7152 -100.935929
 -109   1.446075
 0626   2-4 -1184
  -4   46  -54 455305
  -91  -7    -1.330921   56  -  35   83   20   -2     0.159662   0.0
  -81  116  -29  242     91-1097  -30    0.028649
 --2.4995.120500
   -86  -4      5  -65  -84     0.8 -109   487
  -84 -109  -11 -13      6471  20  22     87
 -112  -3     0.786503  -284  89     -3  -28 -105    -0.826669   1     0.688436  -45    -26   46 -134  -33.726948
 -109   7    -0.855005  -282  26    98   -91   -618
  -98  833   1..813350 -109  -11 652      40 9  91  22     94
 -112   31.492989 8409  -195   4     49 5 -83 120     0.49 -98  -2.053541
  -78   -6 19440.2181  -657   -670
  -2
  -73   4.026501
  -89   36 3-79    -33  -49   60    2.656261
   0.471001
  -84   817   2   -1095 -11  -77 155371
  -90  --1.179285  -80  -80   80    -1626   8  20     0.077441  - -75   4
  -98   696  -8    -14  415  1171.253832  -89   8    -0.183014   98   96    26   781  -20 382146
  -72  7908
  -86 8959   0.2   559
  77  72   -48    -44
 -111   -1.418158  -93  -50 3   2    11 1210    0.028649
 -112  -926
 -105 4218  -2.5  -6     71 -112  -48    -66
  -77  -6    -1.274008   214   1     4631  55 -17     0.09 -76  -861
  -82  -78   24 4433     -538257  -32 977708
  -83   1     1.234692   26  -82    152  -83  -6351
 -117  120        -0.371606  -18  - 48   37  -369   5457
  -88 4818   3.775252
  -80  -88 1523   -120 -570  102.361438
  -88   7    -0.648015   18    -33 -80   2 0  -96.730814
  -77  -92    0.874489   31     50  -49 -820    0.583223
  -70  -6.513752
  -69  -98   37    -62  61    83   -3.0520396   0..296499  -96  -71    75   108  78    49     1.028050   1    -1.025118  -182  -112 -30  -892   67 516395
 -103   1.017434
  -68   87 8267   -17  -834   27     1.444233  -2..042905 -112   40  -71     21-26 6   54 053506
  -91  -747
 -111  117  -22 -33      366  20 -103     70
  -77   3.096326
  -64  -91  96      873-86    49     66
 -111  -4.574715
  -83   68    2    -167 40   -45    2.122957
 - 0.681614
 1070  -04   23    1078-15   -77 0
  -9090205   00.176290  -96   57 1 80    -64   72  -97    -0.368934   0.2
  -96  -86  -81   20    -326 -35  -80    1    -0.077-1.892050
  -85   54  -11     72  -33 -103    1     0.07 26     1.350047   08  -81    -66  677   30 1
  -96  -85  -1.815005
  -80   16 -89     -72   63 -102    -0.1  -82  -2.468353
 -112   111 436    -10  -27  113 808564
  -93   2.695990
  -66   91  -96     54555    112     0.847968  1553
 -102 6725   0.2 -15    -77  -96   72 2
  -82  -80   490
  -81  -78  -72   -4     6100909  -50     0.41 -70  -6    -0.106362   -44   -9  -10  -646  107     0.967232  -191
  -91  -84   84 0786    -1147  0  -29     1.007901   277
  -78  119    4 21        0  17    96    528
 -120    0.052434  -83  -82 49  -6  114   -6  11868
  -88  107  -580
  .380619
 --80   7859
  -  -472   -20.13486
  -77  -6.884201
  -91    12   8     86 -400   60     0.958988   1.1
  -81  111  -20  534    -27   62   42    -04
 -111   4.402946
  -85  -309  -6     84   -2 -1200.134844      - -1.696035  -77   -3  17     109-78 4  -15 .915301  -88  -80.848862 -117   15 8   6    -6 4-44   961.915301  370  -1.681614
  -77    8   24    -88   46  -2069
 -106  -87   1.989348
  -82  --5   61    10768 110  63    -2.079334  -0.   -0.181713   25  -66    -1247720   42.801184
 1.2956-0.566722
 4780   05  -87     50   -34 -89    -0.187260   2     1.432407   15     -2  27   53   -89    -61
 -101   6     0.981804   260   4    -5728336   8852
  -85  101   6.410115
  -87  - 23  19     21  -56   72.367352
  -85  -1     1.182843   96   33    -5   860  -90.367352
  -82  -2.471680
 -108   33  -84    11174-33 -103.085054
  -98   60.921957  -85  -83 -65     -53  -28  -56 7
  -64 2682  -1..576995  -89   80 -78     -5618 -45  73    5    -1.20677     0.056551   62  -87    98   312   43.138018
  -73   4     0.820502   020   0     8    49  -61.028881
ange 119..093851
 -102   -76  -7    - 7  -97   83   47     0.59601     1.004043   81  -20    -244  12   71   68     0.21143    -1.177256  -60   2730
 -5   102  -63    -0.4 -119  -11   -1.271164  -02   92    -88  -11  -4947
  -78  -85  -1     2    0.579-92    8    42  - 17  -70    -0.582642  -3    -0.151070  -054   5    -69     6 -70     1.884464  -1    -0.23-100   26  -66    101  040 -1120.582642  101   6.365498
  -81   85  -  -6   64   85  -110.916271  -86   7.601274
  -79  -26   03    -4  -560 -111 .916271  186  -1.592391
  -80  -16  -45   -178  -93   50.104311
  -87   2.152249
  -93   -95 587    67  -  34 108    -0.427709   196
 -120  -66   48  -91    -83 7  -6 -70 910583
 -119  - 0.498743  -71  -90  -53    -50  057  -83 .101431  468   0.526236
  -64  - 47  90     7271575  -31 1
 -1796883
    0.726924  102  -52  -27     60   -3  108     0.90 -88   432
  -83 -114  -31 1463    -47 -64    21   -0.113537
 - 0.558769
  -77  -81   47     482   0   71 3
 -107  112   -41
 -108  107  -198  -55  -27   716  -88    -1.253380  -0.115985
  -68   97   66.229545  111  -85     0.543002   1.039551
  117   15 72      -10 26 9   49.212471
  -80   141
  0.102-96   64  -03.697571   41  -99    -1.915242   3.7
  -66  -68   47  755     78  491  -64 0
  -88 2552  -2    -1.397509  --62    21  -16   -45  37     0.39 -71   12189950
 -115  -30   72   - 27  -91   6441
 -108 7221  -3    -0.678488  -083  -9     6   -52  -36.797566
  -62   7.851640
 -109   48  -92     91 0746  -54 082043
 -112   2.714328
  -86  -76 85  -73  4  -550    6     0.597441  -3    -0.455405   03    7    -294821    -50.000639 -112   -2.515067 -117   15 5887    -56   11   49.153196
  -98   839
      -0.576 88  042     27    -2 -88     .499549
   -0.103549  -92  -77 92  -92  2    78   8703
  -72  114   -0.786503 1.4080  53  -0     6461111  -84.191701
  -78   -1.696035  -86   76 5 -22    60 7-60  102.191701
  -66  -2.116087
  -81   440  -9     8   149  -6164
 -114 7846   2.557443
  -66  -66  -22    -66-15 1   86    -0.41 -72  -8.542296
  -73   -7 5 25    -2707410    6    -.306811
 --0.767815
 -102   52 662     -66  064  -9194
  -78  995   2    -0.269954   81    54  -36  --28  -8487
 -11460098  -1.737358
  -84   -30  33     81    84  63     .583375
  -1.833310
  -75    21  -6     12 -322   43   76     0.66271     1.049481   -84  -1      3 -102   53.998869
 -119  -1.355119
  -61  -70   -33    26   12   53.779446
96891  -1.672959
  -61  -76 10 84   -28  -98  -77.779446
  -64 -10    -0.457776   19   60    -5   192   7348
  -82 -108   52    0.374435  -06  -88     -9   40   5108
  -88  -88  -5     0.144923  -44   97    -6917  8   -6.77940.122161   1.809321
  -64   57  103    -02  -62  -90     0.49 -78   953
 -115 -117    6 920      91  059   20.142727
  -64   1.737479
  -77  -30  84 .94428    61 -109    -0.29 -72  -8.686957
  -77  -  2 -15    -59 -107   83.008648
  -96  -50.219895  -87   47 9295     5  -261 -100.008648
  -66  - 1.666642 -117   15 1  23   -95  89    47     0.027242   1.458721
 -103  -33  746   -106  -38 -109     1.990381   0     0.662506   115 -12    -84    16 -17    -0.903994  -0    -0.833769   286  -3     66  -96  -310.671815  112   0.907998
  -98   -24  -102  -26   33   47 .508777 -113  -3.248295
  -91   61   -36   -37 6316   880.508777  120    1   -1.634126  -102   5     07    61 -67     33
  -84   2.259787
 1070  -015  -52  -48  -745  -311.432407  -84   1.542296
  -85  --28  22     0 -1072   56.316295
  -83  -690
  01
  -91    20   2     3326   4-101     1.52-114   -.853685
 -111   44 05  -2  77   615  11779
 -108  -81  -1.447190
 -196   72  81     -81   -48 -28    -0.571.8513 -0.828365  182  -035   329
  -   321   45 .7050.351242  -0.176038
  -68   906  42    -84 92     43     0.431315   1.505339
  -69  -98 64108   -95  292   67.355119
  -61  -425
  -77 -111  -20 2  54  -112   77   9211
 -113 2188   1.318710
  -84  -45  -42.79441   864   5763
  -6277056   10.146670  -66  -48  680    76   920    163
  -62 1471  -0.004882
 -108    42   15    -5  101   2063
  -6
 -109  -435
  -9
  -59  -01  -  -6  -72  757   62    -0.134844  -1.8
  -96 4258   2.   94     81  928   81.110764
  -81  -643
 -114  -65  -96  805     9  -893  -51    -2.121.8513 2.049645
  -66   48  995    -3350  3  -12-83  95
  -83  -6.255123
  -84  -84 36      -681 35   -95    1.851340
 05992
  -82 6423   055  59    184  022    00.149203 0902   1.538122
 -102   24   26     27-40 9   110.149203  929  -0.489924
 -119   -1  -44     60   87   4276
 -114 -113  -3    -0.385774   21   68     62 54 9   100.141471  362   0.542296
  -85  -128  78     4  -48   -11 340707
  -73   -.112239
  -59  -81   3    -112 5759  10456
  -71  108  -40.082463  -99  -41 4327      0  198  -68 049629
  -61 -11.340350
 -117  -27  -63      2   92    2    -0.557743  -1.    1.4  -77    3 80     -103 -40   -78    -1.034438  -0.767587
  -97  -33    -21 -53  -372  -9610
  -83  -92  -6.360836
  -76  -70 826     -78  -45   35 396371
  -59   0.101205
  -86   52   37     43 -885  -67 688542
  -85  -80.108965  063  -2.   82     1211594  -26.898096
  -59   8     1.738181   296   1    33   012  -16.898096
  -92  -32.213437  -96   72 52 43    73  308   72 0
 -106 4423  -0    -0.442111   84   45    -6  -212  111     0.38 -98  -21904895
  -63   47   84     3   572   9653
  -92  -61 -10.011417
 -112    -2 -10   - 43 -198  -4753
  -92  106  -1.0102.124942
   37  -22     573 67   -66 617014
  -61   2     1.36-116   10  -52    -11 -92    61     1.903230  -2.645101
  -84  -71 1  10    71 80    -66 .999706   03  -2..669803 -114  -31    72   -91 7734   -4    -0.215446   0.6
  -66  -96  -12  172     84 883  -113     0.914-98  -6.863847
  -80   8-6 -17    59  -1-3  -9 0.140830   78  -1.884201
  -91   17    -15 -103   10  -27.076211
 -106  3164
 -109   66  -88  1-44    69 3316   4221
  -84  911   2.   -8.593233   029   2    -90  870    9 8
  -77 3441   0.154138
 -114   21   -3     65 40   -101     0.478576  -2     3.030793   183  66    17  -821  -66 7
  -8296891  -1.426940
  -67  -55 -105     86 4734    437
  -82 6891  -1.837384
  -81  -87  - 85    82  -61   86 164115
38181   2.    1.164909   20  -63     3 -1050   -2    -0.523882   161
  -90 -119    4  -210.15366  -47   68.755944
  -77  -8.306735
  -98   644 -14    -5273  6   69.716414
75571   1..751498  -96    0   -7    -786114    -6 8
  -8300639   2.441836
 -115   43    78   -84  938   36   8373
 -117   0.838169
  -77  -57  -910.21183   11  -54   phik
 3441   0     2.818495   21  -56    17   314   -6   phik
 -120   -     0.146808  -31      2 -88   569   54.100908
  -93  - 0.42028
  -75  -72     54   -4    -8  36     0.323771  - 0.557907  111   44  -86     -2 8892   -20.691689   18  -2.506909
  -89   80 27-35    -2    68  36     0.914293  -00.010943  -98   13 053      47 -35  -100     0.479-98  -6.301905
  -73   -7   -7     48 -3 5  -67 238413
 -112   2.094385
  -83  -55  8   2   -6  726   270.245528 -107   3.130376
 -108  -23    -3   -20  937 -114.684210
  -67   3.340350
 -117  -33   51    43    1   -85    -08
  -84   0.968373
 -117   30   87     60  912  -40.089648
  -57  -9.915744
 -111   388  37    -83   02  -63.183847
 -111   4.182990
  -60  -52 340    -120 1 -11  -5    -1.03 -66  -81.277298 -109  -20    16  -48   661 -100 544881
  -77  -336
 -120 -119   11   86    -98  391  -45     0.511.2295  0.119871  -60   90 6   7   -28 -38    71     84
  -13  -2.598201
  -96    2 88  0.15012   06  -44 218147
  -57  -9     2.444761  -098   5     57  -21   86 2
 -11872787  -2.806098
  -88   62    2     8303693   5061
  -96 -112  -4.778919
  -96   -2    29   -35 8844 -10641
 -10954050   0.    0.082463   13  105     -35  16  -61    -0.885561  -1.872879
  -91  -64  -43    -89-96 9 -109          0.004-1.9220    -0.344-83     42 -97  -530 -101 168641
  -82   5.805331
  -64  --77   -11 -49  -177   -6     -.022462   165
  -66  -54  -99   43     92  -44   54    -1.508171   1.   -0.101431  -31   64   -100 9 -72  54    -1.847053   1.245422
  -61   91 -108   -101041    -68    3    -0.479-1.693537
  -78   24 79   3   64     2  54    -0.103872   20.826278  -62  -766  -9    -5432823 -10849
  -56 1425  -2.874 0.663441  - 20 -10    -69 1928   24 008403
 3996   0    -0.060812   25  -34   -11  -327 -113 008403
  897  -1.041480
  114  -27 7821    04   -65   31.311889
  -77  -3     1.107439  -96  - 112  87    -98   6     0.56 -88   5    -2.079113  - 67  38     4   784   27.749547
  -64  3164
 -109   03  -42  - 65    35  933 -103.277352
  -78  -513
  -72  -86  -21  9 84  -81  -510    9 226188
  -84  4585
  -91  -59  -81 21      -19   36   71    648
  -57  -732
  -88  -84   64  -6    -1152   2   92     1.141336  -1.377995
  -55  -67 2   1    60 98    -68    210
  -67   2.762603
 -120    1   42    -31 -36  -117 .111968 -108    1.903230  108   356  03     87  -15  1020.111968  -73         0.669797  -26  -95     20 32 4  -10.249128
  -66   479
  -91  -56   78  3 -40   91   71  -50     0.274894  -1.869654
 -100  -26 469     -84   18   16 013694
  -81   40894425
  -77  -30 88 -1  -63    20   -2.013694
  -98  -0.753125
 -111   26  -35    -96   22  -66 927356
  -71  -4.110764
  -81  -67     96  -9   358  10680
 -108 -118         0.359517  -81  -36    -7144  7  -50    318
 -118    .659602
  -72  --62   -10   36        81     0.432644   133
  -68  105  -58 9 52     41-33 5   83 9
 -114 4423  -0    -1.308328  - 42    4  -31   403  -45     1.932094  -2     0.516994  -075  64    96  -388  -69    -0.276528   8    -0.232041  -07  -80     9849  -7  52    -0.625371   1.295161
  117   15  49     -961 -78   28    -0.438171  -2.077711
 -103  - 37   -88  -96  -57  -69    2.308120
  -1.609080
  -62  -45  -  69  -36  - 5  1020.766564 -102  -5     0.320805  -11   23    110 -886   72 .109576  258  -1.333844
 -103  -52  -10    -2602400   2696
 -102  -91  -7.091885
  -84   223  -7    -5   992   74    -0.2 -109   4.463357
  -67   55 82 -21  -30  -57   64 826901
 -109   2    -1.513180   112   -11 -53  -826  -61     0.2 -109   4.619229
  -83   13  -11     26-38 6  106 121810
 -102   7    -0.37 -77  -30   35     509   9 -103     1.408459   1    -2.515067  -23  --11   -81  114  -26.612012
 -108  -5    -0.855005  -07  -15    -62    72 115    -0.22 -58   1    -0.842800  -211  49     -6-98 4  -81 .899038 -109   1    -0.111968  - -4  -0     18  - 5  102     0.36 -67   9.148210
  -62  -53 2   9     6 5791  -71.359390
  -67   3.090779
  -84   17  100     64  414   27.359390
 -108   987
 -112  108   38  842    -0   461   45 0
  -9975689  -058
 -114  -86  -21 6  77    65 2588   16    -1.243002   1.4302.948100
  -16   00     7   906   -567
  -8875689   2.176921
 -102  --64   0     36 6636   89 516723
  -82  -5    -0.385774   291   7    -0   -115  33    152
  -67   3.943970
  -72  -89    45   -20    97  97     1.875067  -2.628987
  -59   85   43     96  023   97     0.362917    0.142495   83   67  107    -27 3896  -70.247843
  -80   -     1.078723  -041  -5    60  -4-3   7-0.674289 1.60261692
 -109  -85  -83 6 52    -9648  0   52 .582642  109  -1.867668
  -78   29  -43    109 6960    9 .507878   91  -49   -0.003923  -28  -43    -30  721  -49.619229
